	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_atoms	Number_of_halogen_atoms	Number_of_B_atoms	Number_of_Br_atoms	Number_of_Cl_atoms	Number_of_I_atoms	Number_of_F_atoms	Number_of_N_atoms	Number_of_O_atoms	Number_of_P_atoms	Number_of_S_atoms	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2
GTP	1.57866825620987	-1.33296137030822	0.545205913244376	2.42584172686321	2.50312950608697	2.15493900615138	2.40145281910605	0.788033642989873	-0.159649052433652	0.534872714371198	1.10523095206473	0.66548456483047	NaN	0.598496388178996	0.604079310794381	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	2.62692976806299	3.80692820317057	-0.429315941228763	0.596777529279435	-0.0500626174321759	NaN	NaN	-0.0708883442592492	2.82732397492277	-1.14347010272772	0.319467247614186	-1.18113008938352	1.33047300882927	0.706518555612176	0.551846399533431	0.685448441699459
MGT	1.76692964219554	-0.407106414727894	1.39629026138407	2.42584172686321	2.50312950608697	2.15493900615138	2.40145281910605	0.788033642989873	-0.159649052433652	0.415248227399927	1.25840467553601	0.66548456483047	NaN	0.795799516146865	1.12691585093963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	2.62692976806299	3.80692820317057	-0.429315941228763	1.08571846189236	-0.0500626174321759	NaN	NaN	-0.0708883442592492	2.59555749991634	-0.835976862548114	0.121976279541004	-0.848643557709082	1.54059410614908	0.817513203004758	1.08438747024151	1.08653944553166
TTP	1.09738892403074	-0.891163101914653	0.204772173988498	1.32719150096262	0.897424244143721	1.36101410914824	2.40145281910605	-0.533081582022561	-0.159649052433652	1.09312032023713	0.492536058179593	-0.762087162951023	NaN	0.328774852659458	0.394944694736283	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	2.62692976806299	3.80692820317057	-0.429315941228763	0.30341296971168	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.70405365161121	0.247445871268377	-0.59174478826716	0.352953388372669	1.04413962516968	0.553916383336206	0.304595188133249	0.250933187547905
CTP	1.10898290918595	-1.31255425870676	0.374989043616437	2.05962498489635	1.70027687511535	1.36101410914824	2.40145281910605	0.788033642989873	-0.159649052433652	1.09312032023713	0.492536058179593	-0.762087162951023	NaN	0.203037761545299	0.290377386707234	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	2.62692976806299	3.80692820317057	-0.429315941228763	0.205624783189095	-0.0500626174321759	NaN	NaN	-0.0708883442592492	2.24116326035626	-0.930292917861842	-0.0738799361994096	-0.910121042598876	1.04413962516968	0.553916383336206	0.133421272548508	0.184084686909204
UTP	1.12052994735395	-1.99339829284426	0.0345553043605593	1.69340824292949	1.70027687511535	2.15493900615138	2.40145281910605	0.788033642989873	-0.159649052433652	1.09312032023713	0.492536058179593	-0.762087162951023	NaN	0.0978816988371491	0.185810078678185	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	3.06806822658872	3.80692820317057	-0.429315941228763	0.10783659666651	-0.0500626174321759	NaN	NaN	-0.0708883442592492	2.11751359776465	-1.11956610450509	0.258279346697947	-1.14839209535159	1.04413962516968	0.553916383336206	0.0763633006869273	0.184084686909204
8OS	0.453688224913291	-0.16799785787134	0.545205913244376	0.228541275062028	0.897424244143721	0.567089212145101	-0.968463973941946	0.788033642989873	-0.159649052433652	-0.871649573845702	0.798883505122162	2.09305629261196	NaN	0.604868479804497	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.596777529279435	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.465717609226804	1.3057224712184	-0.115939415183809	1.30814202091878	0.390395469146884	0.20962947083544	0.589885047441151	0.668736316539784
RBD	0.34818063881087	-0.594726259236136	1.39629026138407	0.594758017028892	0.897424244143721	1.36101410914824	-2.09176957162461	2.10914886800231	-0.159649052433652	-0.781961355917393	0.645709781650877	2.09305629261196	NaN	0.50409426451934	0.708646618823431	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	0.792353902324605	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.0254065878106172	2.35135261385701	0.0600096203826655	2.29986326757021	0.184650964937628	0.0983206619328009	0.837136258841333	1.00297881973329
SDE	0.34818063881087	-0.594726259236136	1.39629026138407	0.594758017028892	0.897424244143721	1.36101410914824	-2.09176957162461	2.10914886800231	-0.159649052433652	-0.781961355917393	0.645709781650877	2.09305629261196	NaN	0.50409426451934	0.708646618823431	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	0.792353902324605	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.0254065878106172	2.35135261385701	0.0600096203826655	2.29986326757021	0.184650964937628	0.0983206619328009	0.837136258841333	1.00297881973329
2BU	0.547754369995402	-0.441139197767876	1.22607339175613	0.960974758995757	1.70027687511535	2.15493900615138	0.154841623740718	3.43026409301474	-0.159649052433652	1.51405702304733	0.645709781650877	0.66548456483047	NaN	0.744566244389081	0.917781234881529	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.421237475434342	-0.148708132936351	-0.429315941228763	0.890142088847191	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.541542443642485	2.69202657156135	0.153251663484028	2.6121927682569	0.701456642374472	0.945121242781262	0.856155582795193	0.869281818455886
MIA	0.854114799636034	1.83378281245087	1.39629026138407	0.594758017028892	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.796551279620854	0.798883505122162	0.66548456483047	NaN	1.37219244317019	1.23148315896868	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	1.88550920134254	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.231702958536897	2.26662391342653	0.253271937826526	2.17063590031821	0.910883842214735	1.04410363173505	1.12242611814923	0.78572119265751
6HB	0.148606907626338	0.519564825316494	0.545205913244376	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	1.25674461850818	0.339362334708309	0.66548456483047	NaN	0.513366899150999	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.49898934275685	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	1.98421025291693	0.00364335817537413	1.9513917783488	0.283459625200184	0.540701591633304	0.43773045581027	0.418054439144656
ABR	0.736050957828094	1.21547872648278	0.885639652500254	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.534872714371198	1.10523095206473	0.66548456483047	NaN	1.23585450871541	1.12691585093963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	2.51551776257782	0.140577378415748	2.4418747829776	0.803235587755972	1.14459637317918	1.12242611814923	1.17010007133004
R	0.736050957828094	1.21547872648277	0.885639652500254	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.534872714371198	1.10523095206473	0.66548456483047	NaN	1.23585450871541	1.12691585093963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	2.72755076248149	0.169702504376517	2.64300795583711	0.803235587755972	1.14459637317918	1.12242611814923	1.17010007133004
6IA	0.336868293612005	1.34727727187193	1.22607339175613	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	1.09312032023713	0.492536058179593	0.66548456483047	NaN	0.906822868416679	1.02234854291058	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.987930275369776	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	2.94473482086468	0.0999358015841191	2.87399211654911	0.492306007373224	0.641187908792018	1.00831017442607	0.869281818455886
ZJS	0.313210937363303	0.963372409313902	0.885639652500254	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.499982239004577	0.492536058179593	0.66548456483047	NaN	0.799738627333539	0.81321392685248	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.792353902324605	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	2.84652858506336	0.106756891514756	2.77566870919134	0.492306007373224	0.641187908792018	0.742039639072032	0.551751440422057
6D6	0.408391887338343	2.76127033695931	1.56650713101201	-0.503892208871701	0.897424244143721	-0.22683568485804	-0.968463973941946	0.788033642989873	4.74034878764536	1.90868518193189	0.798883505122162	0.66548456483047	NaN	1.37788181069296	1.54518508305582	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	2.53277038651551	-1.34331635866857	-2.12652630098981	-0.429315941228763	1.4768712079827	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.360666490925833	0.242788520192705	0.160414452237618	0.204747512757313	0.910883842214735	1.47984896214573	1.54085124513416	1.42078194872517
QUO	1.20565415601778	0.377719701908154	1.73672400063995	0.594758017028892	3.30598213705859	2.15493900615138	0.154841623740718	3.43026409301474	4.74034878764536	-0.192012189100068	1.4115783990073	0.66548456483047	NaN	1.59693280462424	1.75431969911392	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.862375933960071	-0.148708132936351	-0.429315941228763	1.77023576755046	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.31164480503949	1.13564012886874	-0.0334547730789733	1.12246604901856	1.2176363678848	0.985168204310315	1.84516042839592	2.05584270479282
E	2.87387321455372	2.56391786999499	2.24737460952377	0.960974758995757	1.70027687511535	2.15493900615138	0.154841623740718	3.43026409301474	-0.159649052433652	-1.59881404843369	3.86235797454785	0.66548456483047	NaN	3.74764199760862	3.21826201152061	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.421237475434342	-0.148708132936351	-0.429315941228763	3.53042312495699	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.541542443642485	4.25720188403833	-0.240109023743622	4.26336904334286	2.53082341950588	2.02605274441916	3.59493823215105	4.12814622459254
VKJ	3.06161826761391	2.17743857181954	2.24737460952377	0.960974758995757	2.50312950608697	2.94886390315452	0.154841623740718	3.43026409301474	-0.159649052433652	-1.63755311034293	4.01553169801913	0.66548456483047	NaN	3.86065973180278	3.32282931954966	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.862375933960071	-0.148708132936351	-0.429315941228763	3.62821131147957	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.949688519998594	-0.01912523214195	0.0847308448576918	-0.0387958408970221	2.73220450789254	2.14081555891018	3.70905417587421	4.27855535102962
2JV	2.05165103875073	2.79768918227885	1.73672400063995	-0.137675466904836	1.70027687511535	1.36101410914824	-2.09176957162461	-0.533081582022561	-0.159649052433652	-1.33100922914809	2.94331563372014	0.66548456483047	NaN	3.05974988030448	2.27715623925917	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.461039441617115	-0.148708132936351	-0.429315941228763	2.55254125973114	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.267265010257459	2.41374931921465	0.0852475647257241	2.35520705017316	1.78999990291028	1.45372822616298	2.49181744282716	2.84131258729755
8AA	2.06347971687508	3.00314170277114	1.90694087026789	-0.137675466904836	0.0945716131720962	-0.22683568485804	-2.09176957162461	-0.533081582022561	-0.159649052433652	-0.884006617204714	2.79014191024886	0.66548456483047	NaN	3.05192131059315	2.38172354728822	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.461039441617115	-0.148708132936351	-0.429315941228763	2.55254125973114	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.0230313791880792	3.76532529182214	0.0963196184267303	3.68219914766605	2.06612408773247	2.09379631668851	2.43475947096558	2.55720645958308
DG8	2.03982236062638	3.24093164626268	1.05585652212819	-0.137675466904836	0.897424244143721	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-1.33100922914809	2.94331563372014	0.66548456483047	NaN	2.93862634903606	2.17258893123012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.461039441617115	-0.148708132936351	-0.429315941228763	2.45475307320855	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.241104420486011	0.838016055264712	-0.399498481247717	0.904016529929504	1.78999990291028	1.45372822616298	2.43475947096558	2.77446408665885
LDG	2.80286594396059	2.54388750506924	2.07715773989583	1.32719150096262	0.0945716131720962	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.38367245344392	3.40283680413399	0.66548456483047	NaN	3.17825009592967	2.90456008743346	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	-0.148708132936351	-0.429315941228763	3.04148219234406	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.784345417458737	1.70182609849128	0.0870850766999877	1.65421985663298	2.88670196423394	2.70248090135013	3.02435851353525	2.99172171373463
4E9	2.36851408717483	2.90638059822388	1.22607339175613	0.228541275062028	0.897424244143721	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-1.42771652500122	3.24966308066271	0.66548456483047	NaN	3.04912421063286	2.38172354728822	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.0199009830913866	-0.148708132936351	-0.429315941228763	2.65032944625372	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.589980410641183	2.05443409989249	-0.0939083596267385	2.0434756819942	2.19408733454427	1.83017911942941	2.62495271050419	2.97500958857496
8AG	2.27488212618397	3.33436482184108	2.07715773989583	0.594758017028892	0.897424244143721	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.944180045735552	2.94331563372014	0.66548456483047	NaN	2.95378696183856	2.69542547137536	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.0199009830913866	-0.148708132936351	-0.429315941228763	2.84590581929889	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.358213935634759	2.71185819345703	0.453869786764295	2.55769749243701	2.27073499938041	2.03368818716384	2.81514595004279	2.97500958857496
IQG	1.81636832536419	1.84301310600599	1.22607339175613	0.960974758995757	0.897424244143721	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-1.1690807337661	2.48379446330629	3.52062802039346	NaN	2.32181615513097	1.85888700714297	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	3.14412875567442	-0.461039441617115	-0.148708132936351	-0.429315941228763	2.06360032711821	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.868754195393177	1.15227090916704	0.131605876295791	1.10409470606237	1.65811089524572	1.37762842729503	2.03535366793452	2.17282758091055
77Y	1.54644445550674	1.74863806373829	1.22607339175613	-0.137675466904836	0.897424244143721	1.36101410914824	0.154841623740718	-0.533081582022561	-0.159649052433652	0.910616295242498	1.87109956942115	0.66548456483047	NaN	2.1767724539359	1.96345431517202	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.0873369098798451	0.421237475434342	-0.148708132936351	-0.429315941228763	1.96581214059563	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.202885433866785	0.406448311463346	-0.392674329873076	0.472769020236451	1.84165663521956	2.25987866750539	1.9022184002575	1.92214570351542
HN0	1.34711716243153	2.38414691456423	2.4175914791517	0.594758017028892	0.897424244143721	1.36101410914824	0.154841623740718	0.788033642989873	-0.159649052433652	1.15724335604606	1.56475212247858	2.09305629261196	NaN	2.03527891807504	2.27715623925917	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.421237475434342	-0.148708132936351	-0.429315941228763	2.25917670016338	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.311411005496778	0.589651672851632	-0.0300947970641967	0.582914895711189	1.4253457879815	1.6479676025426	2.41574014701172	2.35666095766697
MHG	0.877478762394819	2.33046051327423	2.4175914791517	0.228541275062028	0.897424244143721	1.36101410914824	0.154841623740718	0.788033642989873	-0.159649052433652	1.20096360773396	0.952057228593446	0.66548456483047	NaN	1.50351545876125	1.96345431517202	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	1.86802395407304	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.108997847314698	0.284694084855054	-0.376849002472887	0.34844228813284	1.12056317679577	1.14459637317918	1.95927637211908	1.68817595127997
XPB	1.24094069926872	1.86385975539579	1.39629026138407	0.960974758995757	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	1.15724335604606	1.56475212247858	2.09305629261196	NaN	1.60345385423579	1.54518508305582	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.0199009830913866	-0.148708132936351	-0.429315941228763	1.57465939450529	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.388053358342817	0.587851514073171	0.152418005449628	0.545238236035364	1.4253457879815	1.85364189736358	1.5218319211803	1.43749407388484
F3N	1.22939366110071	1.98404194495027	1.39629026138407	0.594758017028892	0.897424244143721	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.67632058747912	1.56475212247858	0.66548456483047	NaN	1.72892613115253	1.64975239108487	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.67244758102787	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.746739569662282	1.35678434965963	0.175615366259945	1.29566780183962	1.4253457879815	1.6479676025426	1.57888989304188	1.63803957580094
KGV	1.22939366110071	1.98404194495027	1.39629026138407	0.594758017028892	0.897424244143721	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.67632058747912	1.56475212247858	0.66548456483047	NaN	1.72892613115252	1.64975239108487	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.67244758102787	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.746739569662282	0.447245333549865	0.0282440815106101	0.431064643232323	1.4253457879815	1.6479676025426	1.57888989304188	1.63803957580094
N2G	1.15889097829288	1.93606953490867	0.715422782872315	-0.137675466904836	0.0945716131720962	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.374115985969712	1.71792584594987	0.66548456483047	NaN	1.81226398662608	1.44061777502677	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.57465939450529	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.290691318461708	1.7235310914798	-0.0942267770972224	1.71645226664864	1.12514490950381	1.26918100400207	1.54085124513416	1.67146382612029
GSR	0.923796010888275	0.82899942830733	0.885639652500254	0.228541275062028	0.897424244143721	1.36101410914824	0.154841623740718	0.788033642989873	-0.159649052433652	0.415248227399927	1.25840467553601	0.66548456483047	NaN	1.34887224290958	1.23148315896868	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	1.28129483493753	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.122768627691726	0.407955849402888	0.181468178201014	0.362951339636838	1.01025697513251	1.24641253790918	1.2365420618724	1.32050919776711
GSS	0.923796010888275	0.82899942830733	0.885639652500254	0.228541275062028	0.897424244143721	1.36101410914824	0.154841623740718	0.788033642989873	-0.159649052433652	0.415248227399927	1.25840467553601	0.66548456483047	NaN	1.34887224290958	1.23148315896868	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	1.28129483493753	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.122768627691726	0.410032206088948	-0.0195016871807191	0.403600627427158	1.01025697513251	1.24641253790918	1.2365420618724	1.32050919776711
ABS	0.736050957828094	1.21547872648278	0.885639652500254	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.534872714371198	1.10523095206473	0.66548456483047	NaN	1.23585450871541	1.12691585093963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	1.42805502975199	-0.10980032688729	1.42778753783066	0.803235587755972	1.14459637317918	1.12242611814923	1.17010007133004
Y	0.736050957828094	1.21547872648277	0.885639652500254	0.228541275062028	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	0.534872714371198	1.10523095206473	0.66548456483047	NaN	1.23585450871541	1.12691585093963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.285377448664383	0.769113990726501	0.112864054162077	0.731240729694879	0.803235587755972	1.14459637317918	1.12242611814923	1.17010007133004
31M	2.76899935402496	3.96459921920695	3.43889269691934	1.69340824292949	1.70027687511535	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	2.27939648270224	2.79014191024886	0.66548456483047	NaN	3.55144364137062	3.42739662757871	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	2.53277038651551	-0.0199009830913866	-0.148708132936351	1.88550920134254	3.33484675191182	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.85856463494883	1.14104027669363	0.143386575684975	1.09058738200599	3.09634014757737	3.71071290327473	3.23357107702771	3.04185808921366
126	1.12352228620771	2.23294591537553	2.24737460952377	0.594758017028892	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	3.89704579515466	0.952057228593446	-0.762087162951023	NaN	1.49463590770389	1.96345431517202	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.74465285101153	-0.148708132936351	-0.429315941228763	1.77023576755046	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.039994886618004	0.370886597460598	0.213025835346011	0.320563066425887	1.68023852919314	2.66803052100896	1.78810245653434	1.18681219648971
APK	0.830210996884626	2.11584049033943	2.07715773989583	0.594758017028892	0.897424244143721	-0.22683568485804	-0.968463973941946	0.788033642989873	-0.159649052433652	2.27939648270224	0.952057228593446	0.66548456483047	NaN	1.39989449085379	1.54518508305582	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	-0.461039441617115	-0.148708132936351	-0.429315941228763	1.4768712079827	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.631060711766659	-0.659637886016704	-0.0824843211134407	-0.641277150353354	1.12056317679577	1.57014795079991	1.46477394931872	1.38735769840582
GPL	1.19387242488064	1.76747539752426	1.90694087026789	0.960974758995757	1.70027687511535	1.36101410914824	0.154841623740718	0.788033642989873	-0.159649052433652	1.94046043628364	1.25840467553601	0.66548456483047	NaN	1.453846245857	1.64975239108487	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	0.421237475434342	-0.148708132936351	-0.429315941228763	1.57465939450529	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.51050616322401	-0.966998421165827	0.261475626578144	-0.999404793032371	1.54059410614908	1.75730650058566	1.65496718885732	1.63803957580094
31H	1.37059852623187	2.09323568979627	1.90694087026789	1.69340824292949	0.897424244143721	0.567089212145101	0.154841623740718	-0.533081582022561	-0.159649052433652	2.44886450591154	1.25840467553601	0.66548456483047	NaN	1.60665231321405	1.54518508305582	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.92141201735659	-0.0199009830913866	-0.148708132936351	1.88550920134254	1.4768712079827	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.29365939957162	0.769550652502459	-0.546916548978999	0.866282451942049	1.54059410614908	1.97986079583994	1.426735301411	1.27037282228809
7MD	1.51101711326108	2.69615595317248	2.24737460952377	1.32719150096262	0.897424244143721	-0.22683568485804	-0.968463973941946	0.788033642989873	-0.159649052433652	2.60001166174686	1.56475212247858	0.66548456483047	NaN	1.73083775864018	1.96345431517202	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	2.53277038651551	0.421237475434342	-0.148708132936351	-0.429315941228763	1.86802395407304	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.7913237440519	1.84617250136446	0.0357518950390722	1.80794891739115	1.96140329542808	2.39006796959637	1.9022184002575	1.75502445191867
N5M	-0.240061384272722	-1.25817715517793	-0.646312174151197	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	0.788033642989873	-0.159649052433652	-0.0931558422279759	-0.273332559176828	-0.762087162951023	NaN	-0.583675566337994	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.0873369098798451	0.862375933960071	-0.148708132936351	-0.429315941228763	-0.576680708991586	19.924921738006	NaN	NaN	-0.0708883442592492	0.70422861128368	-0.098891702310334	0.10407089580144	-0.120762741839555	-0.0134053376518072	-0.159535321636961	-0.608332361652038	-0.501112444637478
