cid,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2
P2U,3.081829949617386E2,3.9699999999999935E-1,19,8,5,5,2,1,0,1.9047619047619047E-1,21,2,0,7.864870000000003E1,33,0,0,0,0,0,0,2,8,1,0,34,0,0,0,0,1.7741E2,1.1153231597735477E1,9.733357535244394E-1,1.0458771094506426E1,1.63718820861678E1,6.40582726326743,1.73E2,1.96E2
P4U,3.6626299369335175E2,1.8679999999999986,27,11,4,4,2,2,0,2.8E-1,25,2,0,9.989470000000003E1,43,0,0,0,0,0,0,2,9,1,0,44,0,0,0,0,1.7604E2,1.0742654610856071E1,9.508830168768355E-1,1.0297556502944179E1,2.03136E1,8.589506172839506,2.23E2,2.41E2
P7G,4.0731999373435974E2,3.1058999999999983,32,12,6,5,2,2,0,2.0689655172413793E-1,29,3,0,1.1088730000000007E2,49,0,0,0,0,0,0,5,8,1,0,51,0,0,0,0,2.1017000000000002E2,9.892999296458514,9.686424923807846E-1,9.213261728940818,2.1702734839476815E1,8.393595041322314,2.62E2,2.9E2
PDU,3.462319940328598E2,9.248E-1,21,9,4,4,2,1,0,1.6666666666666666E-1,24,2,0,9.353430000000002E1,38,0,0,0,0,0,0,2,8,1,0,39,0,0,0,0,1.6654999999999998E2,1.2367048800456335E1,9.692781336960009E-1,1.175903001473782E1,1.932638888888889E1,7.92,1.97E2,2.14E2
PGN,4.272029947042465E2,1.1378,24,14,6,5,4,0,0,2.0689655172413793E-1,29,3,0,1.030824E2,42,0,0,0,0,0,0,5,10,2,0,44,0,0,0,0,2.6328E2,1.1079336303948487E1,9.655301941871937E-1,1.047487294612815E1,2.1702734839476815E1,8.024691358024691,2.23E2,2.54E2
PGP,4.432019942998886E2,6.710000000000005E-2,25,15,7,6,4,1,0,2.0E-1,30,3,0,1.0458220000000003E2,43,0,0,0,0,0,0,5,11,2,0,45,0,0,0,0,2.8351E2,1.1438224127745507E1,9.689404427827506E-1,1.080487842461759E1,2.268E1,8.262562245359891,2.27E2,2.62E2
PPS,5.072669948339462E2,2.1561999999999997,28,18,6,5,4,1,0,2.4242424242424243E-1,33,3,0,1.1271980000000003E2,46,0,0,0,0,0,0,5,13,2,1,48,0,0,0,2,3.1528999999999996E2,1.2328898449400619E1,9.757172683564923E-1,1.163572845253373E1,2.5619834710743802E1,9.330621301775148,2.43E2,2.77E2
PPW,3.4722399497032166E2,1.2885000000000004,22,11,5,4,2,1,0,1.6E-1,25,3,0,9.077709999999999E1,37,0,0,0,0,0,0,5,7,1,0,39,0,0,0,0,2.0128E2,1.2209946686899123E1,9.772323649500895E-1,1.1494414967030616E1,1.78112E1,6.718836565096953,1.98E2,2.26E2
PST,3.382779964208603E2,1.6884000000000006,23,9,4,4,0,1,0,1.8181818181818182E-1,22,2,0,9.266279999999999E1,36,0,0,0,0,0,0,2,7,1,1,37,0,0,0,0,1.7591E2,1.1184176085726296E1,9.700231779465623E-1,1.0529802936670057E1,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
PSU,3.241819945573807E2,-6.737000000000005E-1,20,9,6,6,2,2,0,1.8181818181818182E-1,22,2,0,8.014850000000003E1,34,0,0,0,0,0,0,2,9,1,0,35,0,0,0,0,1.9764E2,1.123927678719842E1,9.790807362481874E-1,1.0479417754931065E1,1.7355371900826448E1,6.629935720844812,1.77E2,2.04E2
Q61,4.451549950838089E2,1.5472999999999995,25,14,5,4,2,0,0,1.3333333333333333E-1,30,4,0,9.09536E1,40,0,0,0,0,0,0,5,10,1,0,43,0,0,0,0,2.3680999999999997E2,1.0121816827946626E1,9.99950945194568E-1,9.122313376059811,2.028E1,7.052951388888889,2.23E2,2.62E2
QCE,3.7728999376296997E2,1.9501999999999993,30,11,4,4,0,1,0,2.692307692307692E-1,26,2,0,1.078738E2,45,0,0,0,0,0,0,3,8,1,0,46,0,0,0,0,1.6583999999999997E2,1.479013185289801E1,9.767818073037031E-1,1.4141694636721905E1,2.1301775147928993E1,9.273922571219869,2.32E2,2.46E2
QCK,4.032879936695099E2,1.1965999999999997,26,12,4,4,2,1,0,2.0689655172413793E-1,29,3,0,1.082583E2,45,0,0,0,0,0,0,5,8,1,0,47,0,0,0,0,1.9726E2,1.1443405236990394E1,9.727270159584679E-1,1.076425147986122E1,2.1702734839476815E1,8.788534342888047,2.4E2,2.66E2
QUO,4.913939917087555E2,2.6407999999999987,36,13,9,7,2,4,1,1.9444444444444445E-1,36,3,0,1.4101760000000002E2,59,0,0,0,0,0,0,5,10,1,0,62,0,0,0,0,2.6568999999999994E2,1.3816532970585335E1,9.686248384740965E-1,1.3264070486103712E1,2.6074074074074073E1,1.016595041322314E1,3.2E2,3.72E2
R,4.513759925365448E2,3.9749999999999996,31,12,5,5,2,2,0,2.3529411764705882E-1,34,3,0,1.3229109999999997E2,53,0,0,0,0,0,0,5,7,1,0,56,0,0,0,0,1.8754999999999998E2,1.6396931174300395E1,9.735651089333236E-1,1.5842151617641187E1,2.4134948096885815E1,1.0508121615993335E1,2.82E2,3.19E2
RBD,4.183229933977127E2,1.0920999999999994,34,13,6,6,0,3,0,1.6129032258064516E-1,31,4,0,1.1460600000000001E2,49,0,0,0,0,0,0,5,8,1,0,52,0,0,0,0,2.0026999999999998E2,1.5787134991993035E1,9.7089765580947E-1,1.5260349273199935E1,2.1240374609781476E1,8.262562245359891,2.67E2,3.09E2
RDG,4.2730999302864075E2,3.0703999999999994,26,12,5,5,2,1,0,2.1875E-1,32,4,0,1.1675370000000001E2,47,0,0,0,0,0,0,5,8,1,0,50,0,0,0,0,2.0043E2,1.1931614530886879E1,9.721288211393075E-1,1.1273696933399592E1,2.2203125E1,9.240380262562246,2.54E2,2.89E2
RFJ,3.9331799602508545E2,2.6938999999999993,27,12,5,4,0,1,0,1.8518518518518517E-1,27,3,0,1.0568760000000003E2,41,0,0,0,0,0,0,5,7,1,1,43,0,0,0,0,2.1986999999999998E2,1.2206261838722362E1,9.71485738576287E-1,1.1564530135677181E1,1.9753086419753085E1,7.552647233789411,2.18E2,2.42E2
RIA,5.593179916143417E2,1.4463999999999992,37,19,8,7,4,3,0,2.3076923076923078E-1,39,4,0,1.3739740000000003E2,59,0,0,0,0,0,0,5,14,2,0,62,0,0,0,0,3.2246000000000004E2,1.3039650137832144E1,9.703027629940622E-1,1.2438743694386389E1,2.8994082840236686E1,1.1238888888888889E1,3.17E2,3.65E2
RMP,3.2925299549102783E2,3.6814999999999993,25,10,3,2,1,1,0,1.6666666666666666E-1,24,3,0,9.346690000000001E1,38,0,0,0,0,0,0,5,5,1,0,40,0,0,0,0,1.5542E2,1.1657645240452213E1,9.702032753192126E-1,1.1015672938865992E1,1.684375E1,6.481481481481482,2.04E2,2.25E2
RPC,4.0317699468135834E2,9.95999999999998E-2,24,14,6,5,4,1,0,2.3076923076923078E-1,26,2,0,9.502480000000003E1,40,0,0,0,0,0,0,3,11,2,0,41,0,0,0,0,2.5482999999999998E2,1.305122001589615E1,9.711780468784992E-1,1.243854513376263E1,2.1301775147928993E1,7.935,2.05E2,2.32E2
RSQ,3.51207994222641E2,6.279999999999941E-2,23,12,5,4,2,2,0,2.0833333333333334E-1,24,2,0,8.810700000000001E1,37,0,0,0,0,0,0,3,9,1,0,38,0,0,0,0,2.0989999999999995E2,1.2760807232999356E1,9.746043879016265E-1,1.2093320111634252E1,1.932638888888889E1,7.486111111111111,1.9E2,2.16E2
S2M,4.1235699474811554E2,4.2743,29,11,4,4,2,1,0,2.962962962962963E-1,27,2,0,1.1325529999999995E2,47,0,0,0,0,0,0,2,9,1,1,48,0,0,0,0,2.0003E2,1.1518774779848021E1,9.157130716616402E-1,1.1579021897051456E1,2.2290809327846365E1,9.467455621301776,2.45E2,2.56E2
S4A,3.472929971218109E2,2.620599999999999,22,11,4,3,2,1,0,1.6666666666666666E-1,24,3,0,9.455170000000001E1,36,0,0,0,0,0,0,5,5,1,1,38,0,0,0,0,1.9738E2,1.2541725060021285E1,9.737411387180561E-1,1.1879937553560325E1,1.684375E1,6.481481481481482,1.92E2,2.17E2
S4G,3.63291996717453E2,2.005099999999999,22,11,5,4,2,1,0,1.6E-1,25,3,0,9.72831E1,37,0,0,0,0,0,0,5,6,1,1,39,0,0,0,0,2.1735E2,1.1669754849866745E1,9.68410130122951E-1,1.1050426246971552E1,1.78112E1,6.718836565096953,1.98E2,2.26E2
S6G,3.63291996717453E2,2.657799999999999,22,11,5,4,2,1,0,1.6E-1,25,3,0,9.53411E1,37,0,0,0,0,0,0,5,6,1,1,39,0,0,0,0,2.163E2,1.073566688688477E1,9.696087813361458E-1,1.0072163426666522E1,1.78112E1,6.718836565096953,1.98E2,2.26E2
SC,3.2326699709892273E2,2.088,23,10,4,3,0,1,0,1.9047619047619047E-1,21,2,0,8.81242E1,34,0,0,0,0,0,0,3,6,1,1,35,0,0,0,0,1.8195999999999998E2,1.2416605292863508E1,9.708432009825614E-1,1.1789506359314288E1,1.63718820861678E1,6.40582726326743,1.76E2,1.96E2
SDE,4.183229933977127E2,1.0920999999999994,34,13,6,6,0,3,0,1.6129032258064516E-1,31,4,0,1.1460600000000001E2,49,0,0,0,0,0,0,5,8,1,0,52,0,0,0,0,2.0026999999999998E2,1.5787134991993035E1,9.7089765580947E-1,1.5260349273199935E1,2.1240374609781476E1,8.262562245359891,2.67E2,3.09E2
SMP,3.2925299549102783E2,3.6814999999999993,25,10,3,2,1,1,0,1.6666666666666666E-1,24,3,0,9.346690000000001E1,38,0,0,0,0,0,0,5,5,1,0,40,0,0,0,0,1.5542E2,1.0642797256596944E1,9.938891685454867E-1,9.70823346648622,1.684375E1,6.481481481481482,2.04E2,2.25E2
SMT,4.1235699474811554E2,3.6215999999999995,29,11,4,4,2,1,0,2.962962962962963E-1,27,2,0,1.151973E2,47,0,0,0,0,0,0,2,9,1,1,48,0,0,0,0,2.0108E2,1.2573010905207708E1,9.719849281926256E-1,1.193539698047254E1,2.2290809327846365E1,9.467455621301776,2.45E2,2.56E2
SPT,3.382779964208603E2,1.6379999999999995,21,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,9.226429999999999E1,36,0,0,0,0,0,0,2,7,1,1,37,0,0,0,0,1.8261999999999998E2,1.0482355772072697E1,9.773636681463549E-1,9.725133452068347,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
SRA,3.63291996717453E2,1.600299999999999,25,12,5,4,0,2,0,1.6E-1,25,3,0,9.645000000000003E1,37,0,0,0,0,0,0,5,6,1,1,39,0,0,0,0,2.109E2,1.3577795127989106E1,9.71574473026621E-1,1.2975043092365269E1,1.78112E1,6.718836565096953,1.96E2,2.25E2
SSU,3.40249996304512E2,-6.700000000000006E-2,22,10,5,5,0,2,0,1.8181818181818182E-1,22,2,0,8.708259999999999E1,34,0,0,0,0,0,0,2,8,1,1,35,0,0,0,0,1.9614E2,1.1648782305973526E1,9.714357221957E-1,1.0991305281263713E1,1.7355371900826448E1,6.629935720844812,1.77E2,2.04E2
T2S,3.5434599816799164E2,2.6259000000000006,23,9,4,4,0,1,0,1.8181818181818182E-1,22,2,0,9.942999999999998E1,36,0,0,0,0,0,0,2,6,1,2,37,0,0,0,0,1.9448000000000002E2,1.23207847181128E1,9.684007477504529E-1,1.1722816196428361E1,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
T32,3.3426499450206757E2,2.4033999999999995,24,8,4,4,2,1,0,1.7391304347826086E-1,23,1,0,9.85153E1,41,0,0,0,0,0,0,2,7,1,0,42,0,0,0,0,1.5731999999999996E2,9.82095953155324,9.793563808057593E-1,9.027973191406696,1.8340264650283554E1,6.857142857142857,2.17E2,2.4E2
T38,3.962889930009842E2,2.905,29,11,4,4,2,1,0,2.962962962962963E-1,27,2,0,1.086913E2,47,0,0,0,0,0,0,2,10,1,0,48,0,0,0,0,1.8501E2,1.0100488742134395E1,9.672021309476552E-1,9.442996783141943,2.2290809327846365E1,9.467455621301776,2.45E2,2.56E2
T39,3.962889930009842E2,2.9049999999999994,29,11,4,4,2,1,0,2.962962962962963E-1,27,2,0,1.0869129999999998E2,47,0,0,0,0,0,0,2,10,1,0,48,0,0,0,0,1.8500999999999996E2,1.0106073371533295E1,9.638612983328708E-1,9.484987195785456,2.2290809327846365E1,9.467455621301776,2.45E2,2.56E2
T3P,3.2220999467372894E2,9.213999999999994E-1,21,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,8.57583E1,36,0,0,0,0,0,0,2,8,1,0,37,0,0,0,0,1.6655E2,1.0322065716781774E1,9.755961819666441E-1,9.58026456804511,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
T41,3.522359939813614E2,1.5597999999999992,24,10,4,4,2,1,0,2.0833333333333334E-1,24,2,0,9.376429999999999E1,40,0,0,0,0,0,0,2,9,1,0,41,0,0,0,0,1.7578E2,9.45634081037159,9.722619439503285E-1,8.726124599663134,1.932638888888889E1,7.486111111111111,2.09E2,2.24E2
T48,3.362369943857193E2,6.258999999999998E-1,23,9,5,5,2,2,0,1.7391304347826086E-1,23,1,0,9.30941E1,39,0,0,0,0,0,0,2,8,1,0,40,0,0,0,0,1.7754999999999998E2,1.0918887220329113E1,9.716001469223785E-1,1.0238046077818705E1,1.8340264650283554E1,6.857142857142857,2.05E2,2.32E2
T49,3.382779964208603E2,1.6379999999999995,21,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,9.226429999999999E1,36,0,0,0,0,0,0,2,7,1,1,37,0,0,0,0,1.8262E2,1.0334479611298386E1,9.70487825168364E-1,9.648747303455888,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
T5O,3.3820899426937103E2,9.095999999999999E-1,22,10,4,4,2,1,0,2.1739130434782608E-1,23,2,0,8.72843E1,37,0,0,0,0,0,0,2,9,1,0,38,0,0,0,0,1.7577999999999997E2,1.202134889125321E1,9.716291498964295E-1,1.1372363357495626E1,1.8340264650283554E1,7.26643598615917,1.93E2,2.1E2
TCP,2.5625799465179443E2,2.7812,21,6,2,2,0,1,0,1.5789473684210525E-1,19,2,0,7.995919999999997E1,34,0,0,0,0,0,0,2,5,0,0,35,0,0,0,0,9.355000000000001E1,1.1245687492637021E1,9.769105525123635E-1,1.0511481234096609E1,1.4409972299168976E1,5.969821673525377,1.8E2,1.88E2
TDY,3.532679944038391E2,2.885399999999999,28,10,5,4,2,1,1,2.0833333333333334E-1,24,2,0,9.319179999999999E1,43,0,0,0,0,0,0,3,8,1,0,44,0,0,0,0,1.7771000000000004E2,1.1199810057467923E1,9.692056764373711E-1,1.0555658752058125E1,1.932638888888889E1,7.086924762600439,2.28E2,2.49E2
TED,6.915199871063232E2,4.881700000000001,45,19,8,11,5,1,2,4.583333333333333E-1,48,2,0,1.8495400000000006E2,79,0,0,0,0,0,0,6,16,1,0,80,0,0,0,0,3.5402E2,1.5180582684531906E1,9.625758602941934E-1,1.4770790969027878E1,4.316493055555556E1,2.1384297520661157E1,4.17E2,4.5E2
TFE,4.202329912185669E2,2.369299999999999,23,10,4,4,2,1,0,2.5E-1,28,2,0,9.77053E1,43,3,0,0,0,0,3,2,9,1,0,44,0,0,0,0,1.7578E2,1.1072036825108356E1,9.69499118308711E-1,1.0420368122070599E1,2.328061224489796E1,8.788534342888047,2.28E2,2.52E2
TGP,3.63291996717453E2,2.0050999999999997,22,11,5,4,2,1,0,1.6E-1,25,3,0,9.728310000000002E1,37,0,0,0,0,0,0,5,6,1,1,39,0,0,0,0,2.1735E2,1.2495648948089773E1,9.703016099148548E-1,1.1878108023737363E1,1.78112E1,6.718836565096953,1.98E2,2.26E2
THP,4.021889944076538E2,7.706999999999994E-1,23,12,5,5,4,0,0,2.3076923076923078E-1,26,2,0,9.806360000000001E1,41,0,0,0,0,0,0,2,11,2,0,42,0,0,0,0,2.2855E2,1.1211829042294932E1,9.692167788858647E-1,1.0567927100047903E1,2.1301775147928993E1,7.935,2.14E2,2.36E2
THS,3.5434599816799164E2,2.7963999999999998,23,9,4,4,0,1,0,1.8181818181818182E-1,22,2,0,9.92927E1,36,0,0,0,0,0,0,2,6,1,2,37,0,0,0,0,1.9802999999999997E2,1.0134230060597003E1,1.001382615927441,9.120237658820429,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
TKW,3.3919699454307556E2,-5.650000000000001E-1,23,12,6,5,2,2,0,1.7391304347826086E-1,23,2,0,8.508050000000003E1,36,0,0,0,0,0,0,3,9,1,0,37,0,0,0,0,2.1305999999999997E2,1.0338949575714185E1,9.711952588673626E-1,9.645593130028026,1.8340264650283554E1,6.857142857142857,1.84E2,2.1E2
TM2,4.6134199380874634E2,1.8452999999999995,29,13,7,6,3,2,1,3.0E-1,30,2,0,1.1740600000000003E2,49,0,0,0,0,0,0,3,12,1,1,50,0,0,0,2,2.689699999999999E2,1.0193985562515588E1,9.714966877891483E-1,9.493072895301594,2.526222222222222E1,1.008E1,2.56E2,2.88E2
TSP,3.382779964208603E2,1.8588999999999996,21,9,4,4,2,0,0,1.8181818181818182E-1,22,2,0,9.25255E1,36,0,0,0,0,0,0,2,7,1,1,37,0,0,0,0,1.8511999999999998E2,1.2268477908940037E1,9.763009593605038E-1,1.1566286851726675E1,1.7355371900826448E1,6.629935720844812,1.89E2,2.08E2
TTI,4.357829934358597E2,4.160999999999999E-1,22,10,4,4,2,1,0,1.8181818181818182E-1,22,2,0,7.19949E1,34,0,0,0,0,0,0,2,8,1,0,35,0,0,0,0,1.6110000000000002E2,1.0910360356461284E1,8.464093986440351E-1,1.1890169194647298E1,1.7355371900826448E1,6.629935720844812,1.81E2,2.05E2
TTM,3.5026399409770966E2,2.1526,25,10,3,3,2,1,0,2.0833333333333334E-1,24,2,0,9.978889999999998E1,42,0,0,0,0,0,0,2,8,1,0,43,0,0,0,0,1.5569000000000003E2,1.1688668057679134E1,9.75665939482762E-1,1.0980194844021863E1,1.932638888888889E1,7.486111111111111,2.21E2,2.36E2
TTP,4.821679941415787E2,6.199999999999993E-1,27,15,6,6,4,1,0,2.6666666666666666E-1,30,2,0,1.103689E2,46,0,0,0,0,0,0,2,14,3,0,47,0,0,0,0,2.8489E2,1.2376819698703558E1,9.550486392640047E-1,1.1959360591562735E1,2.526222222222222E1,9.240380262562246,2.39E2,2.64E2
TX2,3.813469958305359E2,3.3821999999999997,29,10,5,5,1,1,0,2.8E-1,25,2,0,1.1013189999999999E2,44,0,0,0,0,0,0,3,7,1,1,45,0,0,0,0,1.9148999999999995E2,1.0222740539691376E1,9.737696462307737E-1,9.498109670250173,2.03136E1,8.589506172839506,2.3E2,2.48E2
TYD,4.021889944076538E2,7.707000000000003E-1,24,12,5,5,3,1,0,2.3076923076923078E-1,26,2,0,9.80636E1,41,0,0,0,0,0,0,2,11,2,0,42,0,0,0,0,2.2571999999999997E2,1.3788109902725187E1,9.815218576718003E-1,1.304768502601766E1,2.1301775147928993E1,7.935,2.14E2,2.36E2
U23,3.861459946632385E2,5.962999999999999E-1,20,12,4,4,3,0,0,1.5384615384615385E-1,26,3,0,8.63408E1,36,0,0,0,0,0,0,2,11,2,0,38,0,0,0,0,2.1472E2,1.0814585602782177E1,9.667637308084402E-1,1.0186379110166513E1,1.8781065088757398E1,6.622248661511005,1.98E2,2.32E2
U2L,3.962889930009842E2,2.9049999999999994,29,11,4,4,2,1,0,2.962962962962963E-1,27,2,0,1.086913E2,47,0,0,0,0,0,0,2,10,1,0,48,0,0,0,0,1.8501000000000002E2,1.1691952560218523E1,9.716768292967028E-1,1.1032758431299763E1,2.2290809327846365E1,9.467455621301776,2.45E2,2.56E2
U31,3.8127799367904663E2,2.580799999999999,27,10,5,4,2,1,0,3.076923076923077E-1,26,2,0,1.0535979999999998E2,45,0,0,0,0,0,0,3,9,1,0,46,0,0,0,0,2.0342000000000002E2,1.1527474777808665E1,9.606925070963201E-1,1.0999130515392796E1,2.1301775147928993E1,9.273922571219869,2.34E2,2.56E2
U33,3.0709999454021454E2,1.0269,16,6,3,3,0,2,0,1.111111111111111E-1,18,2,0,7.301599999999999E1,28,1,0,1,0,0,0,2,5,0,0,29,0,0,0,0,1.0455000000000001E2,9.857912756182497,9.764246960406191E-1,9.095927311298167,1.3432098765432098E1,5.325443786982248,1.49E2,1.71E2
U34,3.3820899426937103E2,-1.1295000000000002,22,10,6,6,2,3,0,1.7391304347826086E-1,23,2,0,8.75139E1,37,0,0,0,0,0,0,2,9,1,0,38,0,0,0,0,1.9778E2,1.2595871800520442E1,9.726672376950093E-1,1.1949826325362485E1,1.8340264650283554E1,6.857142857142857,1.93E2,2.28E2
U36,3.8226199328899384E2,2.2203,27,11,4,4,2,1,0,3.076923076923077E-1,26,2,0,1.0161129999999999E2,44,0,0,0,0,0,0,2,10,1,0,45,0,0,0,0,1.8500999999999996E2,1.1379727911709507E1,9.667126094284205E-1,1.0771572854974858E1,2.1301775147928993E1,9.273922571219869,2.29E2,2.44E2
U37,3.40249996304512E2,1.034999999999997E-1,22,10,5,5,1,2,0,1.8181818181818182E-1,22,2,0,8.694530000000002E1,34,0,0,0,0,0,0,2,8,1,1,35,0,0,0,0,1.9968999999999997E2,1.0149068548525587E1,9.67072295958983E-1,9.494632708365833,1.7355371900826448E1,6.629935720844812,1.77E2,2.04E2
U48,3.222339950799942E2,1.6389999999999998,23,9,5,4,2,1,0,1.8181818181818182E-1,22,2,0,9.015710000000001E1,38,0,0,0,0,0,0,3,7,1,0,39,0,0,0,0,1.7385E2,1.2561784172392578E1,9.7648796284928E-1,1.1864248869733869E1,1.7355371900826448E1,6.629935720844812,1.97E2,2.14E2
U5P,3.241819945573807E2,-8.340000000000001E-1,20,10,5,5,2,2,0,1.8181818181818182E-1,22,2,0,8.017809999999999E1,34,0,0,0,0,0,0,2,9,1,0,35,0,0,0,0,1.8678000000000003E2,1.0937266074909346E1,9.77113400000677E-1,1.0193445996034614E1,1.7355371900826448E1,6.629935720844812,1.77E2,2.04E2
U7B,3.431789937019348E2,1.2494999999999998,19,10,4,3,2,1,0,1.7391304347826086E-1,23,2,0,7.924570000000001E1,34,2,0,0,0,0,2,3,7,1,0,35,0,0,0,0,1.726E2,9.565841629368318,9.80164456484242E-1,8.75942513124797,1.8340264650283554E1,6.481481481481482,1.78E2,2.04E2
U8U,3.833189957141876E2,2.0364999999999998,25,10,6,5,2,2,1,2.4E-1,25,2,0,1.0376520000000002E2,42,0,0,0,0,0,0,3,8,1,1,43,0,0,0,0,2.1841E2,1.1589995677841872E1,9.665760635657085E-1,1.0990774564689989E1,2.03136E1,8.131482834185537,2.18E2,2.4E2
UBB,2.921839953660965E2,1.3074,18,8,3,3,2,0,0,2.0E-1,20,2,0,7.717850000000001E1,32,0,0,0,0,0,0,2,7,1,0,33,0,0,0,0,1.4632000000000002E2,1.1397966878706157E1,9.7586038801139E-1,1.0679915507107482E1,1.539E1,6.185493460166469,1.69E2,1.88E2
UBD,4.0416099429130554E2,-9.847000000000002E-1,22,13,6,6,4,1,0,2.3076923076923078E-1,26,2,0,9.24834E1,39,0,0,0,0,0,0,2,12,2,0,40,0,0,0,0,2.4878E2,1.0259544791265506E1,9.459929506684237E-1,9.845265584713156,2.1301775147928993E1,7.935,2.02E2,2.32E2
UBI,4.073159930706024E2,2.9861,30,11,5,5,2,1,0,2.857142857142857E-1,28,2,0,1.1551419999999999E2,49,0,0,0,0,0,0,3,9,1,0,50,0,0,0,0,1.9564999999999998E2,1.2393240649166394E1,9.729815567357956E-1,1.17373849620992E1,2.328061224489796E1,9.666864961332541,2.56E2,2.77E2
UCL,3.4262799406051636E2,7.670999999999998E-1,18,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,8.263129999999998E1,33,1,0,0,1,0,0,2,8,1,0,34,0,0,0,0,1.6655E2,1.0763720199903313E1,9.621039859151743E-1,1.0187689020604802E1,1.7355371900826448E1,6.629935720844812,1.74E2,1.99E2
UD5,3.261729941368103E2,-6.991E-1,21,9,5,5,0,2,0,1.8181818181818182E-1,22,2,0,7.83926E1,33,1,0,0,0,0,1,2,8,1,0,34,0,0,0,0,1.6783E2,1.211433251191269E1,9.769394069118461E-1,1.1400290566849684E1,1.7355371900826448E1,7.05078125,1.7E2,1.97E2
UFB,3.5619899344444275E2,6.293999999999996E-1,21,10,4,4,2,1,0,2.0833333333333334E-1,24,2,0,8.571629999999999E1,37,1,0,0,0,0,1,2,9,1,0,38,0,0,0,0,1.7577999999999997E2,1.0001210274418092E1,9.698910305063243E-1,9.31168446747779,1.932638888888889E1,7.086924762600439,1.94E2,2.16E2
UFP,3.261729941368103E2,2.527999999999997E-1,18,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,7.75793E1,33,1,0,0,0,0,1,2,8,1,0,34,0,0,0,0,1.6655E2,1.2220901871583099E1,9.69257060573867E-1,1.1608524991654415E1,1.7355371900826448E1,6.629935720844812,1.74E2,1.99E2
UFR,3.361929942369461E2,4.919999999999958E-2,20,10,4,4,2,1,0,2.1739130434782608E-1,23,2,0,8.406579999999998E1,35,0,0,0,0,0,0,2,9,1,0,36,0,0,0,0,1.8362000000000003E2,1.1233272185394183E1,9.74630873857834E-1,1.05256683188478E1,1.8340264650283554E1,7.26643598615917,1.83E2,2.08E2
UFT,3.261729941368103E2,4.1090000000000004E-1,18,9,4,4,2,1,0,1.8181818181818182E-1,22,2,0,7.767230000000002E1,33,1,0,0,0,0,1,2,8,1,0,34,0,0,0,0,1.6654999999999998E2,1.1650877021965568E1,9.750806615751353E-1,1.0948628950496117E1,1.7355371900826448E1,6.629935720844812,1.74E2,2.0E2
UMA,7.494889868497849E2,4.009600000000001,54,23,9,10,3,4,0,3.333333333333333E-1,51,3,0,1.9026350000000005E2,84,0,0,0,0,0,0,4,20,2,0,86,0,0,0,0,3.8937000000000006E2,1.1904523589289287E1,9.709760841130095E-1,1.1260367463287333E1,4.340484429065744E1,1.8357340720221607E1,4.46E2,4.93E2
UMP,3.081829949617386E2,2.366999999999999E-1,19,9,4,4,2,1,0,1.9047619047619047E-1,21,2,0,7.867830000000001E1,33,0,0,0,0,0,0,2,8,1,0,34,0,0,0,0,1.6654999999999998E2,1.1531916347389767E1,9.739603434903533E-1,1.0840231919569923E1,1.63718820861678E1,6.40582726326743,1.73E2,1.96E2
UMS,4.011699937582016E2,5.627000000000001E-1,22,9,4,4,2,1,0,2.1739130434782608E-1,23,2,0,8.521849999999999E1,37,0,0,0,0,0,0,2,8,1,0,38,0,0,0,0,1.6655E2,1.0257648225268126E1,8.025232005684888E-1,1.1781746643588429E1,1.8340264650283554E1,7.26643598615917,1.93E2,2.12E2
UOB,3.682349935770035E2,1.0936,25,11,4,4,2,1,0,2.4E-1,25,2,0,9.472830000000002E1,41,0,0,0,0,0,0,2,10,1,0,42,0,0,0,0,1.8501E2,9.692605195466628,9.669360934611065E-1,9.024039086980777,2.03136E1,7.7091412742382275,2.13E2,2.28E2
